apartment_id,room,temp_start,temp_end,temp_preference,temp_ext,humidity_ext,delta_temp,hour,day_of_week,is_weekend,timestamp,duration_min
APT_103,chambre_2,20.0,20.5,20.5,9.9,40.5,0.5,0,4,0,2024-12-20 00:10:00,60.0
APT_103,chambre_2,20.1,20.5,20.5,10.0,36.5,0.3999999999999986,1,4,0,2024-12-20 01:30:00,100.0
APT_103,chambre_2,19.0,19.3,20.5,12.4,48.5,0.3000000000000007,10,5,1,2024-12-21 10:50:00,20.0
APT_103,chambre_2,19.8,20.2,20.5,12.7,46.7,0.3999999999999986,11,5,1,2024-12-21 11:20:00,20.0
APT_103,chambre_2,20.4,20.7,20.5,9.1,71.3,0.3000000000000007,16,5,1,2024-12-21 16:40:00,10.0
APT_103,chambre_2,19.4,20.8,20.5,13.4,61.5,1.4000000000000021,10,6,1,2024-12-22 10:30:00,40.0
APT_103,chambre_2,20.2,20.5,20.5,13.0,44.0,0.3000000000000007,17,6,1,2024-12-22 17:10:00,30.0
APT_103,chambre_2,20.0,20.5,20.5,11.8,49.0,0.5,18,6,1,2024-12-22 18:00:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,10.7,51.7,0.5,19,6,1,2024-12-22 19:10:00,70.0
APT_103,chambre_2,19.7,20.5,20.5,8.2,35.0,0.8000000000000007,0,0,0,2024-12-23 00:10:00,110.0
APT_103,chambre_2,20.3,20.8,20.5,15.1,53.0,0.5,11,5,1,2024-12-28 11:00:00,10.0
APT_103,chambre_2,20.0,20.5,20.5,10.0,70.7,0.5,17,6,1,2024-12-29 17:40:00,70.0
APT_103,chambre_2,20.1,20.5,20.5,9.2,69.2,0.3999999999999986,19,6,1,2024-12-29 19:10:00,100.0
APT_103,chambre_2,20.0,20.5,20.5,9.0,68.7,0.5,21,3,0,2025-01-02 21:20:00,60.0
APT_103,chambre_2,20.2,20.5,20.5,10.4,72.2,0.3000000000000007,0,4,0,2025-01-03 00:10:00,70.0
APT_103,chambre_2,20.1,20.5,20.5,10.3,73.0,0.3999999999999986,1,4,0,2025-01-03 01:40:00,110.0
APT_103,chambre_2,20.0,20.5,20.5,10.0,72.8,0.5,3,4,0,2025-01-03 03:50:00,90.0
APT_103,chambre_2,19.3,20.6,20.5,11.8,46.5,1.3000000000000007,10,5,1,2025-01-04 10:50:00,30.0
APT_103,chambre_2,20.4,20.7,20.5,10.6,63.0,0.3000000000000007,15,5,1,2025-01-04 15:20:00,10.0
APT_103,chambre_2,19.8,20.5,20.5,8.3,70.0,0.6999999999999993,19,5,1,2025-01-04 19:30:00,90.0
APT_103,chambre_2,20.0,20.5,20.5,8.5,73.0,0.5,21,5,1,2025-01-04 21:20:00,70.0
APT_103,chambre_2,19.8,20.5,20.5,8.8,80.3,0.6999999999999993,0,6,1,2025-01-05 00:10:00,100.0
APT_103,chambre_2,20.0,20.5,20.5,9.4,82.0,0.5,2,6,1,2025-01-05 02:10:00,70.0
APT_103,chambre_2,19.6,20.5,20.5,12.9,80.0,0.8999999999999986,10,6,1,2025-01-05 10:20:00,40.0
APT_103,chambre_2,20.2,20.5,20.5,11.5,90.0,0.3000000000000007,17,6,1,2025-01-05 17:10:00,60.0
APT_103,chambre_2,20.1,20.5,20.5,11.0,90.5,0.3999999999999986,18,6,1,2025-01-05 18:30:00,60.0
APT_103,chambre_2,20.2,20.5,20.5,11.0,91.0,0.3000000000000007,19,6,1,2025-01-05 19:50:00,20.0
APT_103,chambre_2,20.1,20.5,20.5,10.7,90.5,0.3999999999999986,20,6,1,2025-01-05 20:30:00,70.0
APT_103,chambre_2,19.9,20.5,20.5,8.7,83.7,0.6000000000000014,0,0,0,2025-01-06 00:10:00,100.0
APT_103,chambre_2,20.1,20.5,20.5,10.4,87.8,0.3999999999999986,2,0,0,2025-01-06 02:10:00,70.0
APT_103,chambre_2,20.2,20.5,20.5,10.7,86.3,0.3000000000000007,3,0,0,2025-01-06 03:40:00,70.0
APT_103,chambre_2,20.1,20.5,20.5,10.6,88.7,0.3999999999999986,5,0,0,2025-01-06 05:10:00,70.0
APT_103,chambre_2,20.2,20.5,20.5,10.6,93.0,0.3000000000000007,19,0,0,2025-01-06 19:50:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,10.4,92.2,0.3999999999999986,20,0,0,2025-01-06 20:50:00,60.0
APT_103,chambre_2,20.0,20.5,20.5,9.9,92.8,0.5,0,1,0,2025-01-07 00:10:00,60.0
APT_103,chambre_2,20.0,20.5,20.5,9.5,92.5,0.5,1,1,0,2025-01-07 01:30:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,9.4,93.0,0.5,2,1,0,2025-01-07 02:40:00,100.0
APT_103,chambre_2,20.0,20.5,20.5,8.9,53.0,0.5,19,1,0,2025-01-07 19:50:00,70.0
APT_103,chambre_2,19.9,20.5,20.5,9.1,66.0,0.6000000000000014,0,2,0,2025-01-08 00:10:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,9.8,62.3,0.5,1,2,0,2025-01-08 01:20:00,60.0
APT_103,chambre_2,20.1,20.5,20.5,11.1,82.3,0.3999999999999986,19,2,0,2025-01-08 19:50:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,10.9,84.5,0.3999999999999986,20,2,0,2025-01-08 20:50:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,10.4,89.2,0.3999999999999986,21,2,0,2025-01-08 21:50:00,60.0
APT_103,chambre_2,19.9,20.5,20.5,10.4,93.3,0.6000000000000014,0,3,0,2025-01-09 00:10:00,70.0
APT_103,chambre_2,20.1,20.5,20.5,11.2,95.0,0.3999999999999986,1,3,0,2025-01-09 01:40:00,30.0
APT_103,chambre_2,20.0,20.5,20.5,11.3,94.0,0.5,2,3,0,2025-01-09 02:30:00,30.0
APT_103,chambre_2,20.0,20.5,20.5,11.2,92.3,0.5,3,3,0,2025-01-09 03:20:00,60.0
APT_103,chambre_2,20.0,20.5,20.5,9.6,90.3,0.5,4,3,0,2025-01-09 04:40:00,70.0
APT_103,chambre_2,19.9,20.5,20.5,13.6,69.0,0.6000000000000014,17,3,0,2025-01-09 17:00:00,50.0
APT_103,chambre_2,20.2,20.6,20.5,13.3,72.7,0.40000000000000213,18,3,0,2025-01-09 18:10:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,12.8,76.3,0.3999999999999986,20,3,0,2025-01-09 20:20:00,30.0
APT_103,chambre_2,20.2,20.5,20.5,12.8,74.3,0.3000000000000007,21,3,0,2025-01-09 21:10:00,20.0
APT_103,chambre_2,20.2,20.5,20.5,12.9,71.7,0.3000000000000007,21,3,0,2025-01-09 21:50:00,20.0
APT_103,chambre_2,20.3,20.6,20.5,12.8,70.5,0.3000000000000007,22,3,0,2025-01-09 22:30:00,30.0
APT_103,chambre_2,20.1,20.5,20.5,12.0,67.5,0.3999999999999986,0,4,0,2025-01-10 00:10:00,20.0
APT_103,chambre_2,20.2,20.5,20.5,12.1,65.5,0.3000000000000007,0,4,0,2025-01-10 00:50:00,30.0
APT_103,chambre_2,20.1,20.5,20.5,11.5,60.3,0.3999999999999986,1,4,0,2025-01-10 01:40:00,40.0
APT_103,chambre_2,20.0,20.5,20.5,10.4,56.0,0.5,2,4,0,2025-01-10 02:40:00,90.0
APT_103,chambre_2,20.0,20.5,20.5,11.2,82.0,0.5,19,4,0,2025-01-10 19:50:00,60.0
APT_103,chambre_2,20.0,20.5,20.5,9.8,85.7,0.5,21,4,0,2025-01-10 21:10:00,50.0
APT_103,chambre_2,18.7,20.7,20.5,11.0,77.5,2.0,10,5,1,2025-01-11 10:30:00,50.0
APT_103,chambre_2,20.4,20.8,20.5,11.8,77.0,0.40000000000000213,13,5,1,2025-01-11 13:20:00,10.0
APT_103,chambre_2,20.0,20.5,20.5,10.2,85.5,0.5,17,5,1,2025-01-11 17:30:00,90.0
APT_103,chambre_2,18.5,20.6,20.5,11.0,52.0,2.1000000000000014,11,6,1,2025-01-12 11:00:00,40.0
APT_103,chambre_2,20.3,20.6,20.5,10.3,64.5,0.3000000000000007,15,6,1,2025-01-12 15:30:00,10.0
APT_103,chambre_2,20.0,20.5,20.5,11.6,57.2,0.5,17,5,1,2025-01-18 17:50:00,90.0
APT_103,chambre_2,20.1,20.5,20.5,11.6,54.3,0.3999999999999986,19,5,1,2025-01-18 19:40:00,80.0
APT_103,chambre_2,20.1,20.5,20.5,10.5,63.7,0.3999999999999986,21,5,1,2025-01-18 21:20:00,40.0
APT_103,chambre_2,19.9,20.5,20.5,8.9,75.8,0.6000000000000014,0,6,1,2025-01-19 00:10:00,60.0
APT_103,chambre_2,20.1,20.5,20.5,10.0,79.5,0.3999999999999986,1,6,1,2025-01-19 01:30:00,60.0
APT_103,chambre_2,19.9,20.5,20.5,8.7,78.2,0.6000000000000014,2,6,1,2025-01-19 02:50:00,90.0
APT_103,chambre_2,18.7,20.8,20.5,13.8,47.3,2.1000000000000014,10,6,1,2025-01-19 10:40:00,40.0
APT_103,chambre_2,20.2,20.5,20.5,11.8,64.5,0.3000000000000007,17,6,1,2025-01-19 17:30:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,11.0,67.5,0.3999999999999986,18,6,1,2025-01-19 18:30:00,40.0
APT_103,chambre_2,20.0,20.5,20.5,10.1,67.5,0.5,19,6,1,2025-01-19 19:30:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,8.8,72.3,0.3999999999999986,0,0,0,2025-01-20 00:10:00,110.0
APT_103,chambre_2,20.1,20.5,20.5,8.4,72.7,0.3999999999999986,2,0,0,2025-01-20 02:20:00,60.0
APT_103,chambre_2,19.8,20.5,20.5,8.7,84.0,0.6999999999999993,0,2,0,2025-01-22 00:10:00,110.0
APT_103,chambre_2,19.9,20.5,20.5,10.4,93.0,0.6000000000000014,2,3,0,2025-01-23 02:30:00,70.0
APT_103,chambre_2,20.0,20.5,20.5,10.5,93.0,0.5,4,3,0,2025-01-23 04:00:00,70.0
APT_103,chambre_2,20.1,20.5,20.5,10.6,92.5,0.3999999999999986,5,3,0,2025-01-23 05:30:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,10.5,93.3,0.3999999999999986,6,3,0,2025-01-23 06:40:00,40.0
APT_103,chambre_2,20.2,20.5,20.5,11.0,93.2,0.3000000000000007,20,3,0,2025-01-23 20:10:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,10.6,94.7,0.3999999999999986,21,3,0,2025-01-23 21:20:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,10.3,94.0,0.3999999999999986,22,3,0,2025-01-23 22:20:00,50.0
APT_103,chambre_2,19.8,20.5,20.5,7.8,78.8,0.6999999999999993,0,5,1,2025-01-25 00:10:00,100.0
APT_103,chambre_2,20.0,20.5,20.5,9.1,78.5,0.5,5,5,1,2025-01-25 05:10:00,110.0
APT_103,chambre_2,20.0,20.5,20.5,9.0,82.7,0.5,7,5,1,2025-01-25 07:20:00,50.0
APT_103,chambre_2,20.1,20.6,20.5,11.3,79.0,0.5,8,5,1,2025-01-25 08:30:00,30.0
APT_103,chambre_2,20.2,20.5,20.5,13.0,75.0,0.3000000000000007,9,5,1,2025-01-25 09:20:00,70.0
APT_103,chambre_2,20.3,20.8,20.5,14.1,79.7,0.5,10,5,1,2025-01-25 10:50:00,10.0
APT_103,chambre_2,20.2,20.5,20.5,12.1,93.0,0.3000000000000007,17,5,1,2025-01-25 17:20:00,20.0
APT_103,chambre_2,20.2,20.6,20.5,12.4,93.0,0.40000000000000213,18,5,1,2025-01-25 18:00:00,20.0
APT_103,chambre_2,20.2,20.6,20.5,12.4,92.3,0.40000000000000213,18,5,1,2025-01-25 18:40:00,50.0
APT_103,chambre_2,20.2,20.5,20.5,12.3,91.2,0.3000000000000007,19,5,1,2025-01-25 19:50:00,20.0
APT_103,chambre_2,20.1,20.5,20.5,12.1,91.5,0.3999999999999986,20,5,1,2025-01-25 20:30:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,11.8,90.7,0.5,21,5,1,2025-01-25 21:40:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,11.6,88.3,0.5,22,5,1,2025-01-25 22:50:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,11.3,87.7,0.3999999999999986,0,6,1,2025-01-26 00:10:00,30.0
APT_103,chambre_2,20.0,20.5,20.5,11.7,91.0,0.5,1,6,1,2025-01-26 01:00:00,60.0
APT_103,chambre_2,20.1,20.5,20.5,11.2,89.7,0.3999999999999986,2,6,1,2025-01-26 02:20:00,80.0
APT_103,chambre_2,20.0,20.5,20.5,11.2,90.0,0.5,4,6,1,2025-01-26 04:00:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,10.9,89.8,0.3999999999999986,5,6,1,2025-01-26 05:10:00,40.0
APT_103,chambre_2,18.1,20.5,20.5,14.0,56.7,2.3999999999999986,10,6,1,2025-01-26 10:20:00,50.0
APT_103,chambre_2,20.2,20.5,20.5,11.4,68.3,0.3000000000000007,17,6,1,2025-01-26 17:40:00,30.0
APT_103,chambre_2,20.1,20.5,20.5,10.8,71.5,0.3999999999999986,18,6,1,2025-01-26 18:30:00,100.0
APT_103,chambre_2,20.1,20.5,20.5,10.6,69.5,0.3999999999999986,20,6,1,2025-01-26 20:30:00,40.0
APT_103,chambre_2,20.0,20.5,20.5,10.6,71.0,0.5,21,6,1,2025-01-26 21:30:00,70.0
APT_103,chambre_2,20.2,20.5,20.5,10.9,76.0,0.3000000000000007,23,6,1,2025-01-26 23:00:00,40.0
APT_103,chambre_2,20.1,20.5,20.5,11.2,80.0,0.3999999999999986,0,0,0,2025-01-27 00:10:00,40.0
APT_103,chambre_2,20.2,20.5,20.5,10.8,85.5,0.3000000000000007,1,0,0,2025-01-27 01:10:00,70.0
APT_103,chambre_2,20.2,20.5,20.5,10.3,90.0,0.3000000000000007,2,0,0,2025-01-27 02:40:00,50.0
APT_103,chambre_2,20.2,20.5,20.5,10.5,93.3,0.3000000000000007,6,0,0,2025-01-27 06:40:00,50.0
APT_103,chambre_2,17.9,20.5,20.5,13.0,94.0,2.6000000000000014,17,0,0,2025-01-27 17:00:00,100.0
APT_103,chambre_2,20.2,20.5,20.5,13.1,93.0,0.3000000000000007,19,0,0,2025-01-27 19:00:00,50.0
APT_103,chambre_2,20.2,20.5,20.5,12.6,95.2,0.3000000000000007,20,0,0,2025-01-27 20:10:00,30.0
APT_103,chambre_2,20.2,20.5,20.5,12.7,96.0,0.3000000000000007,21,0,0,2025-01-27 21:00:00,30.0
APT_103,chambre_2,20.1,20.5,20.5,12.4,96.8,0.3999999999999986,21,0,0,2025-01-27 21:50:00,20.0
APT_103,chambre_2,20.1,20.5,20.5,12.2,97.0,0.3999999999999986,22,0,0,2025-01-27 22:30:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,12.6,95.7,0.3999999999999986,0,1,0,2025-01-28 00:10:00,40.0
APT_103,chambre_2,20.2,20.6,20.5,13.0,98.8,0.40000000000000213,1,1,0,2025-01-28 01:10:00,50.0
APT_103,chambre_2,20.2,20.5,20.5,12.5,97.0,0.3000000000000007,3,1,0,2025-01-28 03:00:00,30.0
APT_103,chambre_2,20.1,20.5,20.5,12.8,95.3,0.3999999999999986,3,1,0,2025-01-28 03:50:00,20.0
APT_103,chambre_2,20.2,20.5,20.5,12.4,95.5,0.3000000000000007,4,1,0,2025-01-28 04:30:00,60.0
APT_103,chambre_2,20.2,20.5,20.5,10.9,91.0,0.3000000000000007,5,1,0,2025-01-28 05:50:00,50.0
APT_103,chambre_2,20.1,20.5,20.5,10.2,83.0,0.3999999999999986,7,1,0,2025-01-28 07:00:00,50.0
APT_103,chambre_2,20.0,20.5,20.5,9.3,69.8,0.5,19,1,0,2025-01-28 19:50:00,60.0
APT_103,chambre_2,20.0,20.5,20.5,9.2,70.0,0.5,21,1,0,2025-01-28 21:10:00,80.0
APT_103,cuisine,20.2,20.5,20.5,13.7,65.3,0.3000000000000007,1,4,0,2024-11-01 01:20:00,20.0
APT_103,cuisine,20.2,20.5,20.5,13.8,64.0,0.3000000000000007,2,4,0,2024-11-01 02:00:00,30.0
APT_103,cuisine,20.2,20.5,20.5,13.8,62.3,0.3000000000000007,2,4,0,2024-11-01 02:50:00,40.0
APT_103,cuisine,20.2,20.5,20.5,11.4,76.8,0.3000000000000007,0,5,1,2024-11-02 00:10:00,60.0
APT_103,cuisine,19.9,20.5,20.5,11.0,74.5,0.6000000000000014,1,5,1,2024-11-02 01:30:00,40.0
APT_103,cuisine,20.2,20.5,20.5,11.0,71.5,0.3000000000000007,2,5,1,2024-11-02 02:30:00,30.0
APT_103,cuisine,19.9,20.5,20.5,10.9,69.0,0.6000000000000014,3,5,1,2024-11-02 03:20:00,90.0
APT_103,cuisine,20.0,20.5,20.5,10.8,68.5,0.5,5,5,1,2024-11-02 05:10:00,70.0
APT_103,cuisine,20.2,20.5,20.5,12.6,74.0,0.3000000000000007,0,6,1,2024-11-03 00:10:00,30.0
APT_103,cuisine,20.1,20.5,20.5,12.5,69.0,0.3999999999999986,1,6,1,2024-11-03 01:00:00,40.0
APT_103,cuisine,20.0,20.5,20.5,11.7,69.0,0.5,2,6,1,2024-11-03 02:00:00,80.0
APT_103,cuisine,20.1,20.5,20.5,11.5,66.3,0.3999999999999986,3,6,1,2024-11-03 03:40:00,50.0
APT_103,cuisine,20.2,20.5,20.5,11.6,66.0,0.3000000000000007,4,6,1,2024-11-03 04:50:00,30.0
APT_103,cuisine,20.0,20.5,20.5,11.5,67.3,0.5,5,6,1,2024-11-03 05:40:00,40.0
APT_103,cuisine,20.2,20.5,20.5,11.8,85.5,0.3000000000000007,0,0,0,2024-11-04 00:10:00,20.0
APT_103,cuisine,20.2,20.5,20.5,11.2,87.5,0.3000000000000007,0,0,0,2024-11-04 00:50:00,40.0
APT_103,cuisine,20.1,20.5,20.5,11.0,87.2,0.3999999999999986,1,0,0,2024-11-04 01:50:00,80.0
APT_103,cuisine,20.1,20.5,20.5,11.0,84.0,0.3999999999999986,3,0,0,2024-11-04 03:30:00,60.0
APT_103,cuisine,20.0,20.5,20.5,10.9,83.0,0.5,4,0,0,2024-11-04 04:50:00,80.0
APT_103,cuisine,20.2,20.5,20.5,11.2,80.5,0.3000000000000007,6,0,0,2024-11-04 06:30:00,50.0
APT_103,cuisine,20.2,20.6,20.5,14.1,92.3,0.40000000000000213,18,0,0,2024-11-04 18:40:00,20.0
APT_103,cuisine,20.3,20.6,20.5,13.1,92.0,0.3000000000000007,19,0,0,2024-11-04 19:20:00,20.0
APT_103,cuisine,19.9,20.5,20.5,11.3,87.2,0.6000000000000014,0,1,0,2024-11-05 00:10:00,60.0
APT_103,cuisine,19.9,20.5,20.5,11.3,88.0,0.6000000000000014,1,1,0,2024-11-05 01:30:00,60.0
APT_103,cuisine,20.0,20.5,20.5,11.6,86.3,0.5,2,1,0,2024-11-05 02:50:00,50.0
APT_103,cuisine,20.1,20.5,20.5,11.9,83.0,0.3999999999999986,4,1,0,2024-11-05 04:00:00,40.0
APT_103,cuisine,20.1,20.5,20.5,11.8,82.0,0.3999999999999986,5,1,0,2024-11-05 05:00:00,40.0
APT_103,cuisine,20.2,20.5,20.5,11.6,82.0,0.3000000000000007,6,1,0,2024-11-05 06:00:00,30.0
APT_103,cuisine,20.1,20.5,20.5,12.9,84.7,0.3999999999999986,1,2,0,2024-11-06 01:20:00,20.0
APT_103,cuisine,20.0,20.5,20.5,12.8,84.0,0.5,2,2,0,2024-11-06 02:00:00,60.0
APT_103,cuisine,20.0,20.5,20.5,12.4,83.0,0.5,3,2,0,2024-11-06 03:20:00,70.0
APT_103,cuisine,20.2,20.5,20.5,11.9,82.2,0.3000000000000007,4,2,0,2024-11-06 04:50:00,40.0
APT_103,cuisine,20.2,20.5,20.5,12.0,81.2,0.3000000000000007,5,2,0,2024-11-06 05:50:00,30.0
APT_103,cuisine,20.2,20.5,20.5,14.2,84.0,0.3000000000000007,0,3,0,2024-11-07 00:10:00,30.0
APT_103,cuisine,20.2,20.6,20.5,13.3,84.0,0.40000000000000213,1,3,0,2024-11-07 01:00:00,30.0
APT_103,cuisine,20.2,20.6,20.5,12.8,84.0,0.40000000000000213,1,3,0,2024-11-07 01:50:00,20.0
APT_103,cuisine,20.2,20.5,20.5,12.5,83.0,0.3000000000000007,2,3,0,2024-11-07 02:30:00,30.0
APT_103,cuisine,20.1,20.5,20.5,12.3,80.7,0.3999999999999986,3,3,0,2024-11-07 03:20:00,30.0
APT_103,cuisine,20.2,20.5,20.5,12.5,77.5,0.3000000000000007,4,3,0,2024-11-07 04:10:00,30.0
APT_103,cuisine,20.3,20.6,20.5,12.8,75.0,0.3000000000000007,5,3,0,2024-11-07 05:00:00,40.0
APT_103,cuisine,20.2,20.5,20.5,13.8,68.7,0.3000000000000007,17,3,0,2024-11-07 17:50:00,50.0
APT_103,cuisine,20.1,20.5,20.5,11.8,56.5,0.3999999999999986,0,4,0,2024-11-08 00:10:00,60.0
APT_103,cuisine,20.1,20.5,20.5,11.7,60.0,0.3999999999999986,1,4,0,2024-11-08 01:30:00,50.0
APT_103,cuisine,20.1,20.5,20.5,12.2,54.0,0.3999999999999986,2,4,0,2024-11-08 02:40:00,30.0
APT_103,cuisine,20.2,20.5,20.5,11.9,51.5,0.3000000000000007,3,4,0,2024-11-08 03:30:00,60.0
APT_103,cuisine,20.1,20.5,20.5,11.7,47.5,0.3999999999999986,4,4,0,2024-11-08 04:50:00,50.0
APT_103,cuisine,20.2,20.6,20.5,11.4,46.0,0.40000000000000213,6,4,0,2024-11-08 06:00:00,30.0
APT_103,cuisine,20.3,20.6,20.5,13.4,86.3,0.3000000000000007,0,5,1,2024-11-09 00:10:00,30.0
APT_103,cuisine,20.2,20.5,20.5,14.5,78.0,0.3000000000000007,1,5,1,2024-11-09 01:00:00,30.0
APT_103,cuisine,20.2,20.6,20.5,13.6,72.0,0.40000000000000213,2,5,1,2024-11-09 02:30:00,30.0
APT_103,cuisine,20.2,20.5,20.5,13.0,70.3,0.3000000000000007,3,5,1,2024-11-09 03:20:00,40.0
APT_103,cuisine,20.3,20.6,20.5,13.0,67.3,0.3000000000000007,4,5,1,2024-11-09 04:20:00,40.0
APT_103,cuisine,20.2,20.5,20.5,14.0,58.5,0.3000000000000007,6,5,1,2024-11-09 06:30:00,30.0
APT_103,cuisine,19.6,20.5,20.5,14.4,59.7,0.8999999999999986,7,5,1,2024-11-09 07:20:00,100.0
APT_103,cuisine,20.2,20.6,20.5,17.8,58.7,0.40000000000000213,9,5,1,2024-11-09 09:20:00,20.0
APT_103,cuisine,20.1,20.6,20.5,12.1,78.7,0.5,0,6,1,2024-11-10 00:10:00,40.0
APT_103,cuisine,20.2,20.6,20.5,12.3,81.8,0.40000000000000213,1,6,1,2024-11-10 01:10:00,30.0
APT_103,cuisine,20.1,20.5,20.5,12.4,79.0,0.3999999999999986,2,6,1,2024-11-10 02:30:00,40.0
APT_103,cuisine,20.2,20.5,20.5,12.5,76.5,0.3000000000000007,3,6,1,2024-11-10 03:30:00,30.0
APT_103,cuisine,20.2,20.5,20.5,12.5,75.3,0.3000000000000007,4,6,1,2024-11-10 04:20:00,30.0
APT_103,cuisine,20.2,20.5,20.5,12.5,73.7,0.3000000000000007,5,6,1,2024-11-10 05:10:00,20.0
APT_103,cuisine,20.1,20.5,20.5,12.6,72.3,0.3999999999999986,5,6,1,2024-11-10 05:50:00,30.0
APT_103,cuisine,20.2,20.5,20.5,12.9,86.7,0.3000000000000007,17,6,1,2024-11-10 17:50:00,40.0
APT_103,cuisine,20.1,20.5,20.5,12.2,87.2,0.3999999999999986,18,6,1,2024-11-10 18:50:00,30.0
APT_103,cuisine,20.1,20.5,20.5,10.9,71.2,0.3999999999999986,0,0,0,2024-11-11 00:10:00,70.0
APT_103,cuisine,20.1,20.5,20.5,11.2,66.0,0.3999999999999986,1,0,0,2024-11-11 01:40:00,50.0
APT_103,cuisine,20.2,20.5,20.5,11.5,59.7,0.3000000000000007,2,0,0,2024-11-11 02:50:00,20.0
APT_103,cuisine,20.1,20.5,20.5,11.4,58.0,0.3999999999999986,3,0,0,2024-11-11 03:30:00,80.0
APT_103,cuisine,20.2,20.5,20.5,11.3,57.0,0.3000000000000007,5,0,0,2024-11-11 05:10:00,80.0
APT_103,cuisine,20.0,20.5,20.5,11.2,78.8,0.5,0,1,0,2024-11-12 00:10:00,80.0
APT_103,cuisine,20.2,20.5,20.5,12.0,72.2,0.3000000000000007,1,1,0,2024-11-12 01:50:00,20.0
APT_103,cuisine,20.1,20.5,20.5,11.7,75.5,0.3999999999999986,2,1,0,2024-11-12 02:30:00,30.0
APT_103,cuisine,20.2,20.5,20.5,11.4,81.0,0.3000000000000007,3,1,0,2024-11-12 03:20:00,30.0
APT_103,cuisine,20.1,20.5,20.5,11.5,85.8,0.3999999999999986,4,1,0,2024-11-12 04:10:00,40.0
APT_103,cuisine,20.2,20.5,20.5,11.6,89.5,0.3000000000000007,5,1,0,2024-11-12 05:10:00,40.0
APT_103,cuisine,18.6,20.5,20.5,12.6,47.0,1.8999999999999986,17,1,0,2024-11-12 17:00:00,90.0
APT_103,cuisine,20.0,20.5,20.5,10.8,62.5,0.5,3,3,0,2024-11-14 03:30:00,30.0
APT_103,cuisine,20.0,20.5,20.5,11.1,62.7,0.5,4,3,0,2024-11-14 04:20:00,60.0
APT_103,cuisine,18.7,20.5,20.5,12.2,72.0,1.8000000000000007,17,4,0,2024-11-15 17:00:00,110.0
APT_103,cuisine,20.4,20.9,20.5,15.0,72.8,0.5,10,5,1,2024-11-16 10:50:00,10.0
APT_103,cuisine,20.2,20.5,20.5,12.2,80.5,0.3000000000000007,17,5,1,2024-11-16 17:10:00,30.0
APT_103,cuisine,20.0,20.5,20.5,11.1,83.0,0.5,18,5,1,2024-11-16 18:00:00,40.0
APT_103,cuisine,19.6,20.2,20.5,15.2,74.2,0.5999999999999979,12,6,1,2024-11-17 12:50:00,20.0
APT_103,cuisine,20.3,20.8,20.5,14.8,78.3,0.5,14,6,1,2024-11-17 14:20:00,10.0
APT_103,cuisine,19.9,20.2,20.5,13.5,84.0,0.3000000000000007,15,6,1,2024-11-17 15:30:00,20.0
APT_103,cuisine,19.9,20.5,20.5,9.2,69.2,0.6000000000000014,0,0,0,2024-11-18 00:10:00,110.0
APT_103,cuisine,19.9,20.5,20.5,10.4,65.7,0.6000000000000014,2,0,0,2024-11-18 02:20:00,40.0
APT_103,cuisine,20.0,20.5,20.5,10.3,64.7,0.5,3,0,0,2024-11-18 03:20:00,60.0
APT_103,cuisine,19.9,20.5,20.5,9.8,63.3,0.6000000000000014,4,0,0,2024-11-18 04:40:00,60.0
APT_103,cuisine,19.9,20.5,20.5,14.0,82.0,0.6000000000000014,17,0,0,2024-11-18 17:00:00,50.0
APT_103,cuisine,20.0,20.5,20.5,9.9,75.5,0.5,0,1,0,2024-11-19 00:10:00,90.0
APT_103,cuisine,20.2,20.5,20.5,13.5,60.0,0.3000000000000007,18,1,0,2024-11-19 18:30:00,20.0
APT_103,cuisine,20.2,20.5,20.5,14.0,64.0,0.3000000000000007,23,1,0,2024-11-19 23:00:00,20.0
APT_103,cuisine,20.2,20.6,20.5,14.1,69.2,0.40000000000000213,0,2,0,2024-11-20 00:10:00,20.0
APT_103,cuisine,20.2,20.6,20.5,14.3,74.3,0.40000000000000213,1,2,0,2024-11-20 01:20:00,30.0
APT_103,cuisine,20.2,20.6,20.5,15.0,70.0,0.40000000000000213,3,2,0,2024-11-20 03:00:00,30.0
APT_103,cuisine,19.9,20.5,20.5,13.0,32.0,0.6000000000000014,17,2,0,2024-11-20 17:00:00,80.0
APT_103,cuisine,20.3,20.6,20.5,14.4,75.7,0.3000000000000007,23,3,0,2024-11-21 23:10:00,20.0
